% Model,Untitled.mph
% Version,COMSOL 6.3.0.335
% Date,"Sep 30 2025, 16:39"
% Dimension,2
% Nodes,13923
% Expressions,3
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa)
0.9917808871311219,-0.4394095007109384,0.23339250565885497,-0.005808495379651974,-0.19405864905499223
1,-0.43469968217717825,0.2502443253450894,-0.007194844039721736,-0.26643409457478817
0.9690674350865289,-0.45528966448387276,0.17476396958116672,-0.0024034144393519975,0.015630714347647432
0.9762682800010997,-0.44971999525504236,0.19561278238187288,-0.003385635359917502,-0.05198978384632525
0.9839189969564548,-0.44441271372160185,0.2152063227923777,-0.004537587502964859,-0.12279642150887314
0.9820038125359809,0.424626189676673,0.27741987597480716,3.879868354144521E-4,-0.12040057108830861
0.9908917388236826,0.4191281091964248,0.2959024802940118,4.161674962021409E-4,-0.1925149257885833
1,0.4139163835513594,0.3131948045201253,4.325340301869743E-4,-0.2662676553573828
0.8261660675128877,0.4881914986898483,0.04619145667904507,1.2789022326640412E-5,1.1341354479910226
0.92832149796805,0.45696106952183957,0.16375830814611272,1.531739368163515E-4,0.31621137348222583
0.973169971940015,0.43042271664669646,0.25766845598165317,3.5011292478307913E-4,-0.04859964320235965
0.9646998521221081,0.43642082265720844,0.23694677789925836,3.0589059559474595E-4,0.020367849529701155
0.935838991813732,0.456219249303341,0.16649972904024346,1.5824574616846537E-4,0.25556217421117483
0.943947175843039,0.45584157585333696,0.16792192492085192,1.6215596066810914E-4,0.1900978061162969
0.9491080243801975,0.4486990715012159,0.19363959071652173,2.1217785043792733E-4,0.14760712750473284
0.9566543647377443,0.44256556336216546,0.21542220758063288,2.586664099636905E-4,0.08598705752198176
0.9308501435518466,0.4509096603116386,0.18560655262140568,1.945301497863519E-4,0.29513464753176005
0.836273311990843,0.4823981488920622,0.06848365078032843,2.845401692527041E-5,1.0536613872341525
0.8295979548265209,0.48241127172182924,0.06841287985869472,2.7952942270873174E-5,1.1062389160069925
0.9216683237223019,0.45826029482242286,0.15899027125114815,1.4512628335070277E-4,0.369885710388088
0.913856768066007,0.461662593440759,0.14650711735229308,1.245558212599252E-4,0.4330611193633049
0.8739467908505201,0.4759040047059518,0.09329234379051408,5.3361023602943005E-5,0.7541344019665431
0.8798033617094545,0.4762244494451207,0.09210661275816491,5.181085127886156E-5,0.7075348416928274
0.9060293595595654,0.4619182027184247,0.14552156091966803,1.2398059459314763E-4,0.4958673846964737
